Student_ID,Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Semester_Enrolled_Units,Semester_Credited_Units,Semester_Evaluated_Units,Semester_Approved_Units,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,GPA,Attendance,Assignment_Score,Course_Failures,LMS_Activity,Credit_Load
STUD_3543,32,Male,Single,Agronomy,Online,Rural,Bachelor,89903,Unemployed,3,3,2,2,2.28,0,4.8,2.8,24620,2023,4.56,87,77.4,3,162,17
STUD_3544,29,Female,Single,Engineering,Online,Urban,Bachelor,63705,Unemployed,2,2,2,0,2.1,1,5.8,2.3,25203,2023,4.33,53,46.3,4,420,16
STUD_3545,26,Female,Married,Engineering,Online,Suburban,High School,80270,Part-time,7,7,2,4,1.65,0,4.3,3.5,25584,2022,4.92,97,59.5,5,428,21
STUD_3546,19,Female,Married,Management,Online,Suburban,PhD,80590,Unemployed,2,2,2,1,1.43,1,5.6,3.1,26257,2023,3.85,50,47.2,3,143,20
STUD_3547,23,Other,Married,Agronomy,In-person,Suburban,High School,116602,Part-time,4,2,4,0,3.43,1,6.0,2.5,27198,2022,4.11,68,63.3,0,393,22
STUD_3548,28,Female,Single,Engineering,Online,Suburban,High School,107857,Part-time,7,6,5,6,2.7,0,4.7,2.9,28761,2021,4.01,64,66.2,1,160,23
STUD_3549,33,Female,Married,Journalism,In-person,Suburban,Bachelor,109551,Employed,5,4,2,2,3.48,0,5.3,3.6,23064,2022,1.9,100,88.5,3,32,13
STUD_3550,26,Other,Widowed,Agronomy,In-person,Urban,Master,102051,Employed,7,6,2,0,3.86,1,4.2,3.2,24267,2021,3.25,87,46.8,1,599,17
STUD_3551,31,Male,Married,Agronomy,Online,Rural,Bachelor,48653,Unemployed,3,3,3,0,1.75,1,5.8,2.9,32730,2023,2.41,68,74.4,2,855,16
STUD_3552,32,Other,Single,Agronomy,In-person,Rural,PhD,125376,Unemployed,3,3,3,0,1.49,0,4.1,3.5,23492,2022,4.62,98,45.0,3,231,12
STUD_3553,21,Male,Married,Management,In-person,Urban,Master,67612,Part-time,2,2,2,2,2.2,1,4.4,3.6,25632,2021,4.16,92,97.0,5,676,12
STUD_3554,30,Other,Single,Engineering,In-person,Suburban,High School,50961,Unemployed,6,6,3,6,3.44,1,5.4,2.6,35216,2023,2.25,98,86.1,0,845,17
STUD_3555,29,Female,Married,Engineering,Online,Rural,Bachelor,68579,Part-time,4,4,4,2,3.59,1,5.7,3.7,34201,2021,4.22,76,60.7,0,588,17
STUD_3556,31,Other,Widowed,Agronomy,Online,Rural,Master,100715,Unemployed,3,3,3,2,2.81,1,4.0,3.3,31077,2021,4.29,81,81.9,3,249,18
STUD_3557,22,Female,Widowed,Engineering,Online,Urban,Master,108721,Unemployed,6,6,3,6,2.35,1,5.2,3.8,30339,2023,4.78,70,87.0,3,638,14
STUD_3558,23,Other,Married,Engineering,Online,Suburban,Master,79900,Unemployed,3,3,2,0,2.93,1,5.0,2.3,29754,2022,4.93,95,97.4,1,160,19
STUD_3559,20,Other,Married,Engineering,In-person,Suburban,Master,103974,Employed,4,2,2,2,3.99,1,4.9,2.9,20286,2021,4.25,90,46.1,1,510,23
STUD_3560,31,Female,Single,Engineering,Online,Suburban,Master,65342,Unemployed,7,7,2,0,1.53,1,4.7,3.3,32140,2022,3.81,78,92.0,2,628,19
STUD_3561,24,Female,Single,Management,In-person,Suburban,PhD,120082,Part-time,6,4,6,3,2.6,1,4.4,3.2,31940,2023,4.74,77,98.2,5,501,19
STUD_3562,27,Female,Single,Engineering,In-person,Urban,PhD,96888,Employed,4,2,3,0,2.24,1,4.8,3.2,32318,2022,4.8,76,65.2,2,240,21
STUD_3563,34,Male,Married,Agronomy,In-person,Rural,PhD,30521,Employed,7,6,3,0,1.08,1,5.1,2.6,23281,2022,3.17,87,74.6,5,793,23
STUD_3564,31,Male,Widowed,Management,In-person,Suburban,High School,112218,Part-time,7,6,3,2,1.9,0,5.4,3.2,31744,2021,1.94,63,42.0,1,536,17
STUD_3565,22,Male,Single,Journalism,In-person,Rural,High School,129981,Unemployed,2,2,2,2,1.5,1,4.1,2.4,31017,2022,1.79,53,90.4,0,843,18
STUD_3566,22,Other,Widowed,Engineering,In-person,Rural,Master,124480,Part-time,6,4,6,3,2.29,1,5.0,2.9,36901,2023,2.37,51,53.0,0,967,17
STUD_3567,18,Female,Married,Journalism,Online,Suburban,Master,57516,Part-time,7,3,7,2,1.41,0,4.6,3.5,34268,2021,4.41,87,59.5,0,197,15
STUD_3568,28,Female,Single,Journalism,Online,Urban,PhD,111212,Part-time,3,2,3,1,3.74,0,4.8,2.5,26017,2022,2.32,50,79.7,4,739,18
STUD_3569,24,Other,Single,Agronomy,Online,Suburban,Master,55404,Unemployed,4,4,3,3,2.71,1,5.7,3.4,32828,2021,4.63,56,41.4,5,954,21
STUD_3570,28,Male,Single,Engineering,Online,Rural,PhD,100242,Employed,2,2,2,0,3.07,1,4.9,2.8,29352,2023,3.65,64,42.2,0,668,22
STUD_3571,23,Female,Single,Management,Online,Suburban,High School,51179,Employed,2,2,2,0,2.16,0,5.8,2.2,35705,2022,4.99,98,94.7,3,560,24
STUD_3572,20,Other,Widowed,Agronomy,Online,Rural,High School,97419,Unemployed,2,2,2,2,3.28,0,4.5,2.5,29276,2021,3.36,87,78.4,0,636,18
STUD_3573,24,Male,Single,Engineering,In-person,Suburban,PhD,68609,Part-time,3,2,3,1,3.21,1,5.2,2.5,38686,2021,2.5,82,88.1,3,50,22
STUD_3574,24,Female,Married,Engineering,Online,Rural,PhD,116457,Employed,5,3,3,3,2.48,0,5.1,2.3,30043,2021,4.6,64,52.2,0,143,13
STUD_3575,26,Other,Married,Engineering,Online,Urban,High School,33695,Unemployed,7,2,2,0,2.14,1,4.8,2.8,34180,2022,3.3,98,63.2,3,211,19
STUD_3576,20,Other,Married,Agronomy,In-person,Suburban,Bachelor,74014,Employed,3,3,2,1,3.6,1,5.3,4.0,24171,2021,4.7,62,53.7,5,663,14
STUD_3577,24,Other,Widowed,Journalism,Online,Urban,Bachelor,74806,Part-time,5,2,4,2,3.86,1,5.7,3.7,38290,2021,2.63,56,49.0,0,748,23
STUD_3578,27,Male,Married,Management,Online,Suburban,Bachelor,100481,Unemployed,7,7,5,5,2.33,1,4.7,3.8,36709,2023,1.11,63,88.3,1,553,17
STUD_3579,20,Other,Married,Journalism,In-person,Rural,Bachelor,49838,Employed,3,2,2,0,2.39,1,4.3,3.0,32311,2023,1.35,87,68.6,1,244,15
STUD_3580,31,Male,Widowed,Engineering,In-person,Urban,Master,39798,Part-time,4,3,4,1,1.9,1,5.5,2.3,25702,2021,1.74,81,95.2,3,275,19
STUD_3581,30,Other,Married,Agronomy,In-person,Rural,Master,57344,Unemployed,5,3,5,2,1.04,0,5.5,2.5,35516,2022,4.41,55,75.3,3,667,17
STUD_3582,29,Male,Widowed,Journalism,Online,Urban,PhD,136576,Part-time,3,2,2,1,2.63,1,5.8,3.1,27843,2022,4.17,63,90.8,2,558,15
STUD_3583,26,Female,Widowed,Journalism,In-person,Suburban,High School,95153,Unemployed,3,3,3,0,3.0,1,4.6,3.2,37095,2021,1.34,73,55.9,5,899,13
STUD_3584,23,Male,Widowed,Management,Online,Urban,Master,57099,Part-time,4,4,4,2,2.13,0,4.3,2.8,35411,2022,3.3,97,47.9,5,35,16
STUD_3585,31,Male,Single,Management,In-person,Suburban,PhD,43820,Employed,4,2,4,2,1.55,1,5.6,3.9,31354,2021,1.17,85,72.8,3,236,17
STUD_3586,34,Male,Single,Management,Online,Suburban,PhD,75671,Part-time,5,2,2,2,2.57,1,5.3,2.5,25030,2023,3.09,72,78.6,4,298,18
STUD_3587,20,Male,Widowed,Agronomy,In-person,Urban,Bachelor,30928,Part-time,5,2,4,2,3.08,1,4.0,2.7,28787,2023,4.09,93,50.1,0,486,19
STUD_3588,20,Other,Widowed,Management,Online,Urban,High School,83578,Part-time,4,2,2,2,3.24,1,4.8,3.5,32858,2022,1.42,52,54.9,3,621,20
STUD_3589,34,Male,Married,Journalism,Online,Rural,High School,31360,Part-time,7,7,6,1,1.6,1,5.0,2.8,37384,2021,4.28,100,77.2,0,56,24
STUD_3590,24,Male,Single,Agronomy,Online,Rural,PhD,99368,Employed,5,5,5,2,3.48,1,5.8,2.8,36919,2023,3.59,76,87.0,4,713,14
STUD_3591,20,Male,Widowed,Engineering,In-person,Urban,Bachelor,148718,Part-time,6,4,5,1,3.28,0,4.5,3.0,31748,2023,2.34,87,44.4,2,873,22
STUD_3592,33,Female,Married,Engineering,In-person,Suburban,Bachelor,119660,Employed,3,2,2,2,2.09,0,5.0,3.2,20203,2021,2.49,96,69.7,3,125,18
STUD_3593,34,Other,Single,Management,In-person,Urban,Master,129229,Unemployed,6,5,2,2,3.34,1,5.2,3.7,39639,2022,1.03,63,70.8,1,946,22
STUD_3594,34,Other,Widowed,Journalism,Online,Urban,Bachelor,54291,Unemployed,4,2,3,2,1.13,1,5.9,3.8,24931,2023,3.03,57,89.6,3,184,20
STUD_3595,20,Female,Widowed,Management,Online,Urban,High School,44267,Unemployed,5,4,4,2,1.12,0,4.7,3.2,22858,2023,4.93,73,84.1,0,691,21
STUD_3596,34,Other,Married,Engineering,In-person,Rural,Master,104500,Unemployed,3,3,3,1,1.03,1,5.6,3.8,35787,2021,1.58,57,43.0,1,23,12
STUD_3597,30,Male,Single,Management,In-person,Rural,Bachelor,41081,Unemployed,6,4,3,2,2.73,1,4.2,2.5,21741,2023,1.51,54,64.3,5,465,13
STUD_3598,19,Female,Widowed,Journalism,In-person,Urban,Master,119819,Unemployed,4,3,2,0,3.31,1,5.0,3.4,23480,2023,2.79,62,79.8,1,145,19
STUD_3599,26,Other,Single,Management,Online,Urban,Master,121831,Employed,6,2,2,1,3.16,0,4.5,2.7,38610,2022,1.13,71,89.9,3,636,13
STUD_3600,24,Male,Married,Engineering,In-person,Rural,PhD,48931,Part-time,4,4,2,4,1.62,1,5.4,3.6,39524,2023,1.49,79,99.0,1,912,21
STUD_3601,32,Male,Single,Journalism,In-person,Urban,Master,135473,Employed,7,7,7,6,2.15,1,4.7,4.0,28256,2022,1.08,55,65.4,1,270,23
STUD_3602,24,Female,Single,Journalism,Online,Urban,High School,48944,Part-time,2,2,2,1,2.57,1,4.9,2.4,25067,2021,1.2,62,81.2,2,847,21
STUD_3603,18,Male,Widowed,Agronomy,Online,Urban,High School,129216,Employed,3,2,3,1,2.95,1,4.8,3.4,34049,2022,4.67,65,69.2,3,411,17
STUD_3604,30,Other,Widowed,Journalism,In-person,Urban,Bachelor,45326,Unemployed,3,3,2,0,1.45,0,4.5,3.5,32868,2022,3.69,65,98.5,3,968,21
STUD_3605,24,Male,Single,Journalism,In-person,Rural,Master,121161,Part-time,6,6,6,0,1.26,1,5.8,2.9,37399,2023,4.03,54,99.9,5,710,12
STUD_3606,31,Male,Married,Agronomy,In-person,Urban,Master,134515,Part-time,2,2,2,0,1.42,1,5.6,3.7,33094,2023,4.3,66,97.5,2,418,22
STUD_3607,31,Female,Widowed,Journalism,In-person,Rural,High School,111830,Unemployed,4,4,2,2,3.57,1,4.4,2.3,23953,2022,2.35,80,68.2,3,987,24
STUD_3608,33,Other,Married,Agronomy,In-person,Suburban,PhD,140615,Employed,3,3,2,3,1.3,0,5.7,2.3,38657,2021,3.93,61,96.1,4,816,23
STUD_3609,28,Other,Married,Management,In-person,Urban,High School,95034,Unemployed,2,2,2,2,1.93,0,5.6,3.3,34439,2021,3.89,51,88.7,0,107,15
STUD_3610,30,Male,Widowed,Agronomy,In-person,Urban,Bachelor,148925,Part-time,2,2,2,2,2.04,1,4.2,2.9,21753,2023,3.21,87,44.5,4,128,24
STUD_3611,18,Male,Single,Management,In-person,Suburban,Bachelor,48365,Unemployed,2,2,2,1,1.63,1,5.1,2.4,29663,2021,3.16,100,99.7,3,445,16
STUD_3612,20,Female,Widowed,Agronomy,Online,Urban,PhD,27014,Unemployed,7,5,4,2,2.13,1,5.5,3.7,32884,2023,3.37,95,67.8,3,173,22
STUD_3613,34,Female,Single,Engineering,In-person,Suburban,High School,79297,Part-time,4,4,3,3,1.52,1,5.4,3.9,33601,2023,2.65,76,52.1,5,320,21
STUD_3614,32,Female,Widowed,Management,In-person,Urban,Master,56539,Part-time,6,2,4,1,3.62,1,4.0,3.9,24986,2022,3.21,76,45.3,3,706,19
STUD_3615,28,Other,Single,Agronomy,Online,Urban,PhD,69604,Unemployed,6,2,5,2,2.72,0,4.1,3.1,28269,2022,1.91,53,75.4,4,394,15
STUD_3616,22,Female,Married,Journalism,Online,Rural,Master,113315,Unemployed,7,5,7,5,2.91,1,5.2,3.6,35874,2021,2.96,67,91.6,1,244,12
STUD_3617,20,Male,Widowed,Engineering,Online,Rural,Bachelor,73826,Unemployed,3,2,3,1,3.14,1,5.8,3.6,24375,2021,3.21,88,90.7,5,818,16
STUD_3618,20,Other,Married,Journalism,In-person,Rural,PhD,39862,Unemployed,4,2,4,0,1.8,1,5.5,2.1,28934,2022,2.21,79,89.9,3,672,24
STUD_3619,32,Male,Widowed,Engineering,In-person,Rural,PhD,130338,Part-time,6,2,4,0,1.98,1,5.5,3.2,38445,2023,3.98,78,69.4,2,524,17
STUD_3620,25,Female,Widowed,Engineering,Online,Suburban,Master,21669,Part-time,5,5,4,0,1.67,0,4.9,3.5,29217,2023,2.29,58,82.8,5,537,15
STUD_3621,33,Male,Single,Journalism,Online,Rural,High School,60645,Part-time,2,2,2,1,2.06,1,4.1,2.2,28601,2023,2.29,88,96.5,2,368,22
STUD_3622,29,Female,Single,Agronomy,In-person,Urban,Master,60857,Part-time,4,3,4,0,2.57,1,5.4,3.8,28412,2021,3.14,59,47.8,5,919,16
STUD_3623,25,Male,Married,Journalism,Online,Urban,High School,87199,Unemployed,2,2,2,1,3.23,1,5.9,3.0,35440,2022,1.9,85,69.8,2,588,15
STUD_3624,27,Female,Widowed,Agronomy,Online,Suburban,PhD,44338,Unemployed,4,3,3,2,2.51,1,5.3,2.4,21717,2023,3.38,81,89.8,1,143,24
STUD_3625,31,Other,Single,Journalism,Online,Suburban,High School,44665,Unemployed,3,2,2,0,2.18,1,5.5,3.7,31586,2023,2.57,65,77.1,3,716,14
STUD_3626,29,Other,Widowed,Management,Online,Suburban,High School,140212,Employed,3,2,3,2,1.75,1,4.2,2.3,20797,2023,1.18,79,57.3,4,939,15
STUD_3627,23,Female,Married,Agronomy,Online,Suburban,Master,112334,Employed,5,3,4,2,1.53,1,5.4,3.8,37327,2021,4.89,81,84.8,1,1,23
STUD_3628,18,Other,Married,Management,In-person,Urban,High School,116850,Unemployed,6,3,3,3,3.14,1,4.1,2.1,39764,2023,1.68,55,45.3,4,681,15
STUD_3629,20,Female,Married,Management,In-person,Urban,PhD,44531,Part-time,2,2,2,1,1.17,0,4.5,2.9,34145,2023,4.35,80,63.9,2,240,21
STUD_3630,22,Male,Single,Journalism,In-person,Urban,Master,124403,Employed,3,3,3,0,1.62,1,5.8,3.2,32694,2022,1.76,97,60.4,3,148,21
STUD_3631,19,Male,Married,Agronomy,Online,Urban,PhD,99535,Employed,6,6,4,1,1.22,1,4.4,3.6,26579,2022,2.06,57,54.0,4,147,16
STUD_3632,24,Male,Married,Agronomy,Online,Urban,Bachelor,53298,Part-time,6,5,2,4,3.69,1,4.1,3.9,34936,2023,3.63,82,68.3,5,199,19
STUD_3633,27,Female,Widowed,Journalism,In-person,Urban,High School,40961,Unemployed,7,4,3,1,2.0,1,4.6,3.3,32153,2023,3.23,61,88.0,5,170,20
STUD_3634,32,Female,Single,Agronomy,Online,Urban,High School,52512,Unemployed,7,4,7,3,1.89,1,5.0,3.9,28379,2023,4.51,92,99.8,3,716,23
STUD_3635,22,Other,Widowed,Engineering,Online,Suburban,Master,37119,Unemployed,6,4,3,4,2.59,1,5.1,3.7,29063,2022,3.93,61,48.3,5,829,16
STUD_3636,28,Other,Widowed,Journalism,Online,Suburban,High School,49069,Unemployed,6,5,5,5,1.27,1,4.9,3.7,33181,2021,4.17,98,71.9,1,689,12
STUD_3637,27,Other,Widowed,Management,In-person,Urban,Bachelor,58368,Employed,3,2,3,0,2.58,1,5.8,3.7,38485,2021,4.83,78,69.5,2,1,20
STUD_3638,21,Other,Married,Engineering,In-person,Rural,PhD,141469,Employed,3,3,2,2,1.25,1,4.4,3.3,22887,2023,2.51,90,63.9,0,818,18
STUD_3639,28,Other,Married,Management,In-person,Urban,Master,90231,Part-time,5,4,4,1,2.84,1,4.6,3.2,36689,2023,3.31,56,78.7,4,429,13
STUD_3640,28,Other,Single,Management,Online,Suburban,Bachelor,149977,Part-time,7,2,3,1,1.7,1,4.6,2.1,36341,2023,2.47,59,92.1,3,592,20
STUD_3641,27,Male,Widowed,Journalism,In-person,Suburban,Master,144764,Employed,2,2,2,0,2.96,1,5.1,3.6,23258,2022,1.94,100,63.7,5,825,19
STUD_3642,25,Other,Single,Engineering,In-person,Suburban,Master,52074,Unemployed,5,2,5,2,3.67,1,6.0,2.7,28902,2023,3.36,96,52.4,5,410,23
STUD_3643,34,Male,Single,Journalism,In-person,Suburban,Bachelor,22290,Employed,7,3,3,2,1.54,1,5.8,3.4,31861,2021,4.8,54,63.2,3,2,23
STUD_3644,24,Female,Widowed,Engineering,In-person,Urban,Bachelor,37919,Part-time,5,5,2,3,2.97,1,5.4,3.0,25264,2022,1.62,77,45.7,5,245,12
STUD_3645,27,Other,Widowed,Engineering,Online,Suburban,Bachelor,62773,Unemployed,2,2,2,1,1.68,1,5.8,2.5,33052,2023,3.07,58,81.9,3,859,23
STUD_3646,26,Female,Widowed,Management,Online,Rural,Bachelor,141899,Employed,2,2,2,1,2.29,1,5.6,2.2,27610,2021,3.34,79,64.9,5,248,20
STUD_3647,30,Other,Married,Agronomy,In-person,Rural,Bachelor,61356,Part-time,7,6,2,2,2.09,1,5.5,3.1,30644,2021,1.64,54,62.9,2,145,14
STUD_3648,18,Female,Widowed,Engineering,Online,Suburban,High School,89483,Employed,5,4,3,0,2.89,1,4.8,3.6,23942,2023,4.38,69,40.7,1,745,19
STUD_3649,28,Other,Widowed,Agronomy,In-person,Suburban,PhD,143800,Unemployed,6,4,6,0,3.97,0,5.9,3.9,37018,2023,1.87,96,80.4,0,12,13
STUD_3650,33,Other,Single,Agronomy,Online,Suburban,Bachelor,112470,Employed,7,6,5,5,2.3,1,5.0,2.2,35222,2022,2.44,68,63.4,2,225,18
STUD_3651,34,Male,Married,Engineering,In-person,Suburban,Master,56368,Unemployed,2,2,2,0,2.05,1,4.9,2.0,28105,2022,1.36,65,60.3,5,56,20
STUD_3652,22,Male,Single,Journalism,In-person,Rural,PhD,90287,Unemployed,2,2,2,0,2.81,0,4.4,2.9,29610,2023,1.36,99,87.2,1,536,13
STUD_3653,22,Male,Widowed,Management,In-person,Urban,Master,28556,Employed,3,2,2,0,2.16,0,4.3,2.9,25761,2023,2.74,70,90.8,5,384,17
STUD_3654,29,Male,Widowed,Agronomy,Online,Rural,PhD,54640,Employed,7,4,7,3,3.41,1,5.7,2.5,34967,2022,4.79,51,71.1,5,315,21
STUD_3655,20,Female,Married,Journalism,Online,Rural,PhD,146067,Unemployed,7,5,7,1,2.92,1,4.9,2.5,20608,2022,1.05,55,84.7,3,546,21
STUD_3656,30,Female,Married,Engineering,Online,Rural,Bachelor,80488,Employed,6,6,4,0,2.83,1,4.6,2.7,38713,2023,4.29,93,86.3,0,126,17
STUD_3657,33,Other,Single,Journalism,In-person,Suburban,Bachelor,80184,Employed,7,7,2,2,2.59,1,5.0,3.3,39993,2021,3.86,74,53.7,4,343,12
STUD_3658,22,Male,Widowed,Management,In-person,Rural,Master,37113,Unemployed,7,7,2,2,3.64,1,4.1,3.6,37188,2023,3.26,84,53.7,5,823,20
STUD_3659,32,Female,Widowed,Agronomy,Online,Rural,PhD,135934,Part-time,5,3,5,1,2.5,1,6.0,3.3,22637,2022,3.3,64,61.3,5,450,20
STUD_3660,31,Male,Widowed,Journalism,In-person,Suburban,High School,132190,Employed,2,2,2,2,2.03,0,5.6,2.4,21825,2022,4.41,88,86.7,4,326,14
STUD_3661,26,Other,Married,Agronomy,Online,Suburban,Bachelor,27256,Unemployed,3,3,3,1,1.33,0,4.2,3.6,24362,2021,4.11,72,94.1,0,262,21
STUD_3662,27,Female,Married,Journalism,In-person,Rural,Master,111585,Employed,5,3,5,0,3.02,1,4.2,2.9,30463,2023,3.95,52,75.7,0,809,16
STUD_3663,33,Female,Widowed,Management,In-person,Urban,Master,141431,Employed,7,4,7,3,2.98,1,5.0,2.6,28305,2022,3.88,63,42.8,0,556,15
STUD_3664,34,Female,Single,Engineering,In-person,Urban,High School,31031,Unemployed,6,4,6,2,3.39,1,4.5,3.7,39535,2021,1.71,58,55.7,3,860,16
STUD_3665,29,Male,Widowed,Agronomy,In-person,Suburban,High School,80611,Part-time,3,2,3,0,2.58,1,4.2,3.7,32699,2023,1.32,84,80.1,5,614,22
STUD_3666,18,Male,Widowed,Management,Online,Suburban,High School,46841,Part-time,3,3,3,2,1.13,1,5.7,2.3,24016,2023,4.52,98,58.2,2,85,12
STUD_3667,24,Other,Married,Engineering,Online,Suburban,Bachelor,107872,Unemployed,6,6,4,0,1.91,1,4.1,2.9,29468,2022,4.43,75,56.2,5,959,17
STUD_3668,23,Male,Widowed,Management,In-person,Suburban,Bachelor,144585,Employed,3,2,3,2,3.94,1,4.5,3.0,31570,2022,1.76,98,59.5,2,359,19
STUD_3669,24,Female,Married,Journalism,Online,Rural,Bachelor,49733,Unemployed,4,4,4,2,2.24,1,5.5,2.6,39910,2021,4.42,73,65.4,1,113,17
STUD_3670,18,Male,Single,Engineering,In-person,Urban,High School,77090,Unemployed,2,2,2,1,1.04,0,5.5,3.1,35556,2022,1.26,59,54.5,1,353,18
STUD_3671,34,Other,Married,Agronomy,Online,Rural,Bachelor,76682,Part-time,6,4,2,1,2.68,1,5.9,2.6,24614,2022,1.21,84,90.4,1,21,14
STUD_3672,22,Other,Married,Agronomy,Online,Suburban,Bachelor,139552,Unemployed,5,5,3,5,2.69,1,5.6,2.2,38931,2022,4.41,70,56.2,5,876,14
STUD_3673,28,Male,Widowed,Management,Online,Rural,Bachelor,119969,Unemployed,6,3,2,0,3.69,1,4.1,2.0,31573,2023,4.12,92,43.9,0,759,16
STUD_3674,31,Other,Married,Journalism,In-person,Suburban,PhD,104069,Part-time,7,3,7,3,3.85,0,5.4,2.2,29691,2023,1.97,82,69.9,3,619,18
STUD_3675,28,Other,Widowed,Journalism,In-person,Suburban,Bachelor,136926,Unemployed,2,2,2,1,3.34,1,4.7,3.4,31965,2021,3.2,83,46.3,1,26,16
STUD_3676,18,Male,Single,Management,Online,Suburban,Master,102005,Unemployed,5,2,5,0,3.2,0,4.1,3.1,38434,2021,2.35,85,86.7,2,399,17
STUD_3677,26,Other,Single,Management,Online,Urban,High School,106085,Part-time,3,2,3,2,3.69,1,4.8,2.8,37763,2023,1.7,56,63.9,2,372,22
STUD_3678,32,Female,Married,Management,In-person,Rural,Master,73326,Unemployed,3,3,2,0,3.42,1,4.6,3.7,21723,2023,2.24,87,68.0,4,879,14
STUD_3679,18,Male,Widowed,Management,In-person,Urban,Master,121779,Unemployed,3,3,3,2,3.09,1,4.2,3.2,28872,2021,1.92,100,74.8,2,970,13
STUD_3680,25,Other,Married,Agronomy,In-person,Rural,Master,148642,Part-time,3,3,3,2,1.97,1,4.7,3.3,36590,2023,3.93,75,99.5,2,851,23
STUD_3681,22,Male,Single,Journalism,Online,Rural,High School,123833,Employed,7,2,6,0,1.89,0,5.0,2.7,21129,2022,4.4,69,45.4,0,792,21
STUD_3682,22,Other,Widowed,Journalism,Online,Urban,Bachelor,50101,Employed,6,6,6,0,1.03,1,4.4,2.8,26945,2021,3.34,97,86.1,5,662,23
STUD_3683,22,Other,Widowed,Engineering,In-person,Suburban,PhD,134807,Employed,4,4,4,2,1.62,1,5.5,2.7,29174,2021,2.85,90,53.5,0,536,23
STUD_3684,28,Male,Single,Agronomy,Online,Suburban,High School,75561,Part-time,6,5,2,2,1.82,0,4.9,3.1,33613,2023,4.72,63,40.5,5,297,13
STUD_3685,26,Other,Single,Agronomy,In-person,Urban,PhD,135545,Part-time,2,2,2,2,2.78,0,4.0,2.1,37570,2023,3.31,75,45.4,1,474,15
STUD_3686,25,Other,Married,Agronomy,Online,Suburban,PhD,123575,Part-time,6,3,3,2,3.49,0,4.9,3.2,27401,2023,4.85,70,55.2,0,192,20
STUD_3687,18,Female,Widowed,Agronomy,Online,Rural,Master,89396,Employed,3,3,2,3,1.01,0,4.5,2.6,28435,2023,3.76,67,47.6,2,581,24
STUD_3688,21,Female,Married,Agronomy,Online,Rural,Bachelor,148813,Unemployed,4,4,4,0,3.24,0,5.7,3.2,25009,2023,4.55,96,67.3,0,169,24
STUD_3689,24,Other,Widowed,Management,In-person,Suburban,Bachelor,106338,Employed,4,2,3,0,1.82,1,5.5,3.4,21400,2022,3.57,67,69.0,1,870,13
STUD_3690,33,Male,Married,Journalism,Online,Urban,Master,27743,Part-time,7,3,5,2,2.88,1,5.9,3.2,36822,2021,1.65,98,88.8,2,415,24
STUD_3691,22,Male,Single,Journalism,In-person,Suburban,High School,71774,Employed,2,2,2,0,2.73,1,5.8,3.6,34732,2023,2.88,89,41.8,4,809,15
STUD_3692,34,Female,Married,Agronomy,In-person,Rural,High School,95565,Employed,6,2,5,0,3.7,0,4.5,3.3,23139,2022,2.94,70,63.3,2,966,19
STUD_3693,20,Male,Widowed,Journalism,In-person,Rural,High School,132824,Part-time,4,3,4,1,2.25,0,5.5,3.0,37803,2023,2.29,98,52.5,4,500,21
STUD_3694,34,Male,Widowed,Engineering,Online,Suburban,Bachelor,77323,Part-time,5,3,2,3,2.2,1,4.9,3.9,24842,2021,1.77,90,58.2,5,815,18
STUD_3695,34,Other,Single,Journalism,In-person,Suburban,PhD,23289,Employed,4,4,3,3,2.1,0,5.8,2.9,29325,2022,2.72,50,77.3,3,682,15
STUD_3696,23,Other,Single,Agronomy,Online,Urban,Bachelor,53980,Part-time,5,3,3,1,2.26,1,4.1,3.0,33524,2021,3.78,94,43.3,0,620,18
STUD_3697,26,Male,Widowed,Journalism,Online,Urban,PhD,29178,Unemployed,7,7,7,6,2.18,1,5.5,2.3,32900,2021,4.76,76,93.4,2,197,19
STUD_3698,29,Female,Single,Agronomy,Online,Suburban,High School,144705,Unemployed,3,3,3,2,3.35,1,5.9,3.3,20259,2021,2.96,76,86.3,1,993,24
STUD_3699,18,Female,Married,Management,In-person,Suburban,High School,79648,Part-time,4,2,2,0,1.8,1,4.4,3.4,39324,2022,4.73,91,55.5,3,372,12
STUD_3700,19,Other,Married,Management,In-person,Suburban,Master,36866,Part-time,5,5,3,3,3.84,1,4.9,3.1,23749,2021,1.16,57,59.2,1,528,19
STUD_3701,28,Other,Single,Agronomy,Online,Urban,PhD,143287,Employed,7,3,3,2,1.16,1,6.0,2.4,27200,2021,1.41,54,56.1,2,674,13
STUD_3702,32,Other,Single,Agronomy,Online,Urban,Master,40544,Unemployed,5,2,4,0,3.4,1,6.0,2.2,20340,2022,2.39,54,83.0,5,545,23
STUD_3703,20,Male,Married,Management,Online,Urban,High School,92776,Unemployed,3,3,2,1,1.59,1,4.8,3.9,30086,2022,4.87,68,48.4,1,656,22
STUD_3704,21,Female,Married,Agronomy,Online,Urban,Master,89346,Employed,2,2,2,1,3.36,0,4.8,3.5,20636,2023,4.32,78,43.4,3,309,22
STUD_3705,34,Male,Single,Journalism,In-person,Rural,Master,87160,Employed,3,2,2,2,2.96,1,4.1,2.2,29417,2021,4.07,55,69.0,0,944,22
